[2026-05-25T05:07:13.822Z] GET http://localhost:3000/ → 200 (12ms, 9826B)
[2026-05-25T05:15:20.119Z] GET http://localhost:3000/_next/static/webpack/webpack.dee1aa88cf991488.hot-update.js → 200 (2ms, 858B)
[2026-05-25T05:15:24.350Z] GET http://localhost:3000/_next/static/webpack/2d3c64332ee8fc66.webpack.hot-update.json → 200 (3ms, 45B)
[2026-05-25T05:15:24.354Z] GET http://localhost:3000/_next/static/webpack/pages/index.2d3c64332ee8fc66.hot-update.js → 200 (5ms, 113925B)
[2026-05-25T05:15:24.354Z] GET http://localhost:3000/_next/static/webpack/webpack.2d3c64332ee8fc66.hot-update.js → 200 (2ms, 858B)
[2026-05-25T05:15:45.495Z] GET http://localhost:3000/ → 200 (13ms, 10389B)
[2026-05-25T05:15:45.513Z] GET http://localhost:3000/_next/static/chunks/webpack.js → 200 (1ms, 47755B)
[2026-05-25T05:15:45.513Z] GET http://localhost:3000/_next/static/chunks/main.js → 200 (59ms, ?B)
[2026-05-25T05:15:45.513Z] GET http://localhost:3000/_next/static/chunks/pages/_app.js → 200 (7ms, 168747B)
[2026-05-25T05:15:45.513Z] GET http://localhost:3000/_next/static/chunks/pages/index.js → 200 (5ms, 117802B)
[2026-05-25T05:15:45.513Z] GET http://localhost:3000/_next/static/development/_buildManifest.js → 200 (3ms, 296B)
[2026-05-25T05:15:45.513Z] GET http://localhost:3000/_next/static/development/_ssgManifest.js → 200 (2ms, 76B)
[2026-05-25T05:15:45.513Z] GET http://localhost:3000/_next/static/chunks/react-refresh.js → 200 (2ms, 78963B)
[2026-05-25T05:15:45.580Z] GET http://localhost:3000/_next/static/development/_devMiddlewareManifest.json → pending (?ms, ?B)
[2026-05-25T05:18:26.916Z] POST http://localhost:3000/api/chat → pending (?ms, ?B)
